pride_national,pride_religious,strongleader,limitedelections,erdoganmission,erdoganinspiring,akpstate,akpmuslims,trust_religiousauthority,trust_presidentialsystem,success_erdogan,success_economyminister,policy_povertyreduction,policy_economy,policy_internalsecurity,ci_lifequality,ri_system_1,regimevoter
100,100,100,100,100,80,100,100,92,100,100,100,80,100,80,80,5,1
100,100,100,100,100,100,100,100,80,100,100,80,88,76,80,100,4,1
84,60,72,88,88,100,68,80,100,100,96,76,68,80,84,80,4.2,1
80,60,20,80,20,20,40,20,28,24,20,24,20,20,40,40,1,1
40,40,20,20,28,28,28,28,20,20,60,20,20,20,20,40,1,0
20,20,20,20,20,20,20,20,20,20,20,20,40,20,20,20,1,0
100,100,100,60,100,100,40,100,80,100,100,60,60,80,100,60,3,1
100,100,100,100,100,100,100,100,80,100,100,100,100,88,100,100,5,1
100,100,40,100,100,100,20,100,100,80,100,60,60,60,100,40,5,1
100,100,20,20,20,40,40,20,24,36,40,20,20,20,20,20,1,1
100,100,100,20,100,100,100,20,100,100,100,100,100,100,100,100,4,1
80,100,100,80,100,100,100,100,100,100,100,80,80,80,100,60,5,1
60,96,60,40,80,60,80,80,80,80,80,60,60,60,80,60,4,1
100,40,40,40,20,80,20,20,44,40,40,40,40,40,80,40,1,0
100,100,100,100,100,100,100,80,100,100,100,60,80,60,100,80,5,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,0
80,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
76,72,48,44,64,56,40,48,52,56,68,52,52,44,72,60,2.8,1
84,92,72,100,92,100,88,100,100,100,100,76,72,96,96,100,4.6,1
60,100,20,20,100,100,80,60,100,100,100,60,40,60,60,40,4,1
100,100,20,40,20,20,20,20,20,20,20,20,20,40,40,20,1,0
100,100,60,60,80,60,80,60,60,80,60,60,60,60,80,40,4,1
80,60,100,100,100,100,100,80,100,100,100,80,60,60,60,60,5,1
100,60,60,60,100,100,20,100,100,96,100,100,100,80,100,60,5,1
100,100,20,24,36,20,20,20,20,20,36,24,60,40,60,20,1.2,0
80,80,100,88,100,100,100,100,100,100,80,88,100,100,100,60,5,1
92,76,76,92,100,92,96,84,88,84,100,84,100,84,96,100,4.2,1
100,100,80,60,100,100,80,80,60,80,100,80,80,80,100,80,5,1
100,100,20,20,20,40,20,80,20,20,36,20,20,20,80,40,3,1
100,100,100,40,100,100,100,80,80,100,100,60,80,80,80,80,5,1
100,100,100,100,100,60,40,60,80,80,76,60,60,80,80,60,4,1
20,100,20,80,40,80,20,40,20,40,60,32,60,60,60,20,4,1
100,100,20,100,100,100,100,60,80,80,100,80,60,80,80,60,5,1
88,100,60,64,80,60,56,44,48,60,76,52,64,52,68,60,3,1
80,100,40,40,100,100,100,80,40,80,80,60,40,40,60,80,5,1
100,100,60,60,60,60,60,20,100,60,60,40,20,20,40,20,5,1
60,60,60,64,68,100,60,80,56,60,64,20,100,60,48,20,3.2,1
60,100,60,60,60,40,40,40,100,60,60,60,40,60,100,40,1,1
60,100,60,88,84,100,60,100,100,60,80,80,68,80,80,60,2,1
80,100,100,80,100,100,76,20,80,100,100,72,20,100,20,40,5,1
100,100,88,100,100,100,100,96,84,96,100,80,80,80,88,80,5,1
100,100,20,36,20,20,20,20,40,40,20,20,20,20,20,40,1,0
100,100,60,80,60,60,40,40,80,80,72,60,60,60,80,20,2,0
60,80,80,80,80,92,68,60,100,80,80,80,80,80,80,60,4,1
100,80,60,60,72,80,100,20,68,96,100,80,80,100,100,60,5,1
100,72,60,52,20,40,60,80,76,60,76,60,44,36,56,20,2,1
60,100,80,80,40,40,60,40,64,76,80,60,48,60,60,40,4,0
100,100,80,80,80,80,80,60,60,80,80,60,60,60,80,40,3,1
100,100,20,60,32,20,20,20,28,20,24,24,20,20,40,20,1,0
100,92,40,60,48,20,20,20,80,60,36,60,40,20,40,40,1,1
60,100,40,60,20,20,20,40,80,20,20,20,20,20,20,20,1,1
100,96,100,100,100,100,100,100,100,100,100,80,100,100,100,100,3,1
100,100,40,60,40,40,40,20,100,80,44,52,40,40,40,60,1,0
100,100,60,92,100,100,100,100,100,100,100,100,96,100,96,100,3,1
100,100,100,100,100,100,20,100,100,100,100,80,100,100,100,100,5,1
100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,60,5,1
100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,5,1
60,100,76,88,100,100,100,100,80,100,100,60,60,60,60,80,5,1
80,100,80,60,100,100,80,80,100,80,100,80,60,60,80,60,5,1
80,100,60,20,84,80,60,100,60,80,80,64,80,56,80,60,5,0
100,100,80,60,100,100,60,80,100,100,100,60,80,80,60,40,3,1
100,100,20,32,20,20,20,20,60,20,40,40,20,20,20,20,1,1
100,100,80,92,100,100,60,68,80,68,76,60,68,60,60,60,4.6,1
100,100,20,80,100,20,20,20,20,20,20,20,20,20,20,20,1,0
60,100,60,40,100,40,80,20,40,40,60,20,80,40,40,20,1,0
100,100,60,100,100,100,100,40,60,100,100,60,60,60,60,60,5,1
100,100,80,100,100,100,20,100,100,100,100,60,60,80,100,100,2,1
100,100,80,40,80,100,60,100,80,80,84,60,80,60,80,40,3,0
80,100,60,100,80,100,100,80,80,80,80,80,60,60,80,40,3,1
100,100,40,40,20,20,20,20,20,20,20,20,40,40,40,20,1,0
100,100,100,92,100,100,80,100,100,100,100,60,100,80,100,60,4,1
100,100,100,100,100,100,100,80,100,100,100,100,80,80,100,100,5,1
80,100,56,72,60,80,60,80,76,72,68,68,60,60,60,40,3,NA
100,100,92,92,100,100,96,100,100,80,100,84,88,88,100,60,5,1
100,100,72,60,92,60,96,60,88,92,92,80,80,80,88,80,4.6,1
60,60,56,88,100,100,100,100,100,100,100,60,20,60,76,40,3,0
100,100,20,80,48,20,20,20,24,20,20,20,20,20,32,20,1,0
20,20,100,84,100,100,80,100,96,96,100,88,80,60,100,80,5,1
100,100,60,60,100,80,80,80,80,80,80,60,60,60,60,60,3,1
100,80,60,76,100,100,100,96,60,96,100,80,100,100,100,100,4.8,1
40,20,100,60,100,60,20,40,100,60,80,80,20,100,100,40,3,1
100,100,100,100,100,84,20,100,72,80,92,60,96,84,100,100,4.4,1
40,20,20,60,40,40,20,40,20,20,40,20,20,20,20,20,1,0
100,60,20,40,100,20,20,20,20,20,20,40,20,20,40,20,1,0
40,20,20,20,20,20,20,20,20,20,20,60,20,20,80,20,1,0
100,100,80,100,100,100,100,100,100,100,100,80,80,80,100,80,5,1
60,60,20,52,56,56,20,28,48,40,64,48,60,60,60,40,2,0
20,44,20,20,40,20,20,20,20,20,20,20,20,20,20,20,3,0
80,40,20,20,80,20,20,20,40,20,40,40,40,60,60,60,1,0
40,60,20,32,20,20,20,20,60,20,20,40,40,20,40,40,1,0
100,72,20,20,40,20,20,20,20,20,20,20,20,20,20,20,1,0
80,100,60,56,80,100,100,60,60,100,100,80,80,80,80,60,4,0
40,48,20,20,20,20,20,20,20,20,20,20,20,20,20,40,1,0
60,96,40,40,64,68,56,64,40,60,60,60,64,56,68,60,3,0
100,100,100,80,100,100,100,80,80,100,100,60,60,80,100,100,5,1
40,40,100,60,60,40,24,20,80,40,60,20,28,20,20,20,1,1
100,100,20,20,20,20,20,20,20,20,20,40,20,20,20,40,1,0
100,100,80,80,80,100,80,80,100,100,80,60,60,60,100,40,3,1
40,72,40,40,20,20,20,20,20,20,20,40,20,40,40,20,1,1
100,20,20,20,100,20,20,20,28,20,36,20,20,24,44,40,1,0
100,72,40,60,60,60,20,40,40,40,60,60,20,40,20,40,1,1
100,100,20,20,20,20,20,20,60,100,20,32,20,20,40,20,1,0
60,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,20,20,20,40,40,20,20,20,20,40,60,20,20,60,20,1,0
80,100,40,60,100,100,60,60,60,80,80,60,60,60,100,80,4,1
68,48,20,20,20,20,20,20,20,20,20,20,20,20,20,40,1,0
100,100,100,80,40,20,20,20,20,20,40,20,20,20,60,20,2,0
60,40,20,20,40,40,20,20,20,20,60,44,40,40,60,20,1,1
100,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,80,20,20,100,20,20,40,20,40,60,20,20,20,80,20,2,1
20,40,20,80,20,20,20,20,20,20,24,40,20,20,20,20,1.2,1
60,80,20,20,20,36,20,20,20,20,20,20,20,20,20,20,1,0
100,100,60,80,80,80,100,100,80,80,80,68,60,60,80,20,5,1
60,20,20,20,80,20,20,20,20,20,20,20,20,20,20,20,1,0
84,100,88,96,100,100,80,100,80,96,100,72,72,76,92,60,4.6,1
40,20,20,40,20,20,80,20,20,20,20,20,20,24,60,20,1,0
100,100,100,40,100,100,100,100,80,100,100,60,60,20,100,20,5,1
100,40,60,40,80,60,80,20,60,80,60,40,20,40,80,40,4,1
100,80,100,80,100,80,60,100,80,80,100,60,80,80,80,60,3,1
100,100,80,100,100,100,92,100,100,100,100,100,80,60,100,40,5,1
100,80,60,100,60,60,40,20,80,80,80,60,60,80,80,60,3,0
80,100,96,100,100,100,100,80,100,100,100,80,80,80,100,80,5,1
100,100,20,40,60,60,20,20,20,20,52,20,20,40,80,40,3,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4.8,1
100,100,100,80,100,80,100,60,60,60,100,60,60,60,100,60,1,1
100,60,20,100,60,20,20,20,20,20,20,20,20,20,40,20,1,0
80,60,60,40,68,60,28,40,60,60,60,60,44,40,100,20,3,1
100,100,100,100,100,100,100,100,100,100,100,80,100,80,100,80,5,1
100,100,60,40,100,100,60,100,60,100,100,60,60,60,100,60,4,1
40,56,20,20,20,20,20,20,20,20,20,40,20,20,60,20,1,0
100,60,80,80,100,100,60,100,80,80,80,20,60,40,40,60,4,1
100,96,80,80,80,80,60,100,60,60,100,100,80,60,76,60,4,1
100,100,80,100,100,100,100,100,40,100,100,100,100,100,100,100,5,1
72,20,60,20,80,80,60,80,40,60,80,60,40,60,80,40,4,1
36,20,20,32,20,20,80,100,20,20,20,20,20,20,20,20,1,0
60,100,60,60,100,80,60,40,68,20,72,40,60,52,60,40,3,1
60,68,20,20,44,20,20,40,40,40,36,40,20,20,100,20,1,1
20,80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,5,1
60,100,100,92,80,60,100,100,60,100,80,40,80,80,100,100,5,1
100,80,20,20,40,100,20,40,20,20,40,20,40,20,60,20,1,0
60,100,20,100,20,20,20,20,20,20,20,20,20,20,20,20,1,0
60,100,100,60,80,80,80,40,100,100,80,60,40,60,100,100,3,1
80,80,80,80,80,60,60,80,60,60,80,60,60,60,60,40,3,1
100,60,40,60,100,100,80,80,100,100,100,60,60,80,100,60,5,1
20,56,40,20,60,20,40,40,20,20,20,24,40,40,60,20,3,0
60,40,20,20,20,20,40,20,60,24,40,36,20,20,60,40,1,1
20,20,20,20,20,20,20,40,20,20,20,20,20,20,20,20,1,1
100,100,60,80,60,60,40,36,60,52,68,60,60,60,100,40,2.4,1
80,80,20,40,60,60,80,60,60,60,80,60,60,60,60,60,4,1
80,100,60,60,100,100,80,100,80,100,96,100,80,80,80,100,4,1
100,100,20,100,40,24,20,20,40,40,60,20,20,20,60,20,2,0
20,52,60,60,100,100,48,100,60,20,60,44,20,40,100,20,3,NA
80,80,80,80,100,100,100,100,80,100,80,80,60,80,100,60,5,1
100,100,100,100,100,100,100,80,100,100,100,76,80,80,100,80,5,1
20,24,20,20,20,20,20,20,20,20,24,20,20,20,20,20,1,0
100,100,100,20,100,100,80,40,80,100,100,80,60,60,100,40,5,1
80,80,80,80,100,100,80,100,80,100,100,60,80,80,100,80,4,1
100,100,80,100,52,60,20,60,20,20,60,48,20,40,60,60,2.4,1
60,80,40,20,80,40,20,20,60,60,60,60,40,40,80,40,2.2,1
60,84,64,68,72,72,60,64,60,52,88,60,68,56,72,60,3.2,0
100,96,80,80,80,72,40,100,100,80,80,68,80,60,100,60,1,0
100,100,100,100,100,100,80,100,88,96,100,80,100,100,100,100,5,1
20,40,20,20,100,20,20,20,20,20,40,20,20,20,20,20,1,1
20,28,20,20,20,20,36,20,20,20,28,24,20,20,20,20,1.4,0
100,100,100,100,100,100,80,100,80,100,100,80,100,100,100,80,5,1
100,100,96,100,100,100,100,100,80,100,100,100,100,80,100,80,5,1
20,24,20,20,20,28,20,20,20,20,24,20,20,20,20,20,1,0
100,100,20,100,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,100,20,40,20,20,20,20,20,20,20,20,20,24,20,20,1,0
100,100,100,100,100,100,100,64,80,80,84,100,60,60,84,40,4,1
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,40,1,0
60,48,20,20,20,20,20,20,20,24,24,20,20,20,40,20,1,0
100,68,100,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
72,20,100,20,48,20,20,20,20,20,28,24,20,20,20,20,1,0
100,40,20,100,100,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,60,80,100,80,80,100,80,80,100,60,100,40,80,60,3,1
100,100,80,100,100,100,80,80,40,80,80,60,60,60,80,60,5,1
100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,60,5,1
100,80,64,64,40,64,52,40,56,56,68,48,52,48,60,60,1.6,0
100,100,20,40,20,20,20,60,80,20,20,60,20,20,60,20,1,0
92,100,80,100,64,72,64,48,72,72,80,60,80,80,100,60,3.6,1
40,100,20,20,20,20,20,20,20,20,20,24,20,20,20,20,1,0
40,40,60,40,60,40,20,40,80,40,60,20,60,20,76,20,2,1
100,100,100,100,100,100,60,40,100,80,100,60,80,80,100,100,5,1
100,80,40,80,60,60,40,80,80,60,60,60,60,40,60,40,3,1
60,100,80,20,80,20,100,20,20,60,60,40,40,20,60,20,2,1
60,60,20,80,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,60,80,72,68,100,100,64,100,100,100,60,68,64,76,60,3.6,1
20,52,20,20,20,20,20,20,28,20,20,28,40,28,40,20,1,0
100,100,100,100,100,100,60,100,100,100,100,80,80,80,100,80,5,1
100,100,100,100,100,100,100,100,100,100,100,80,100,80,100,100,5,1
80,60,60,20,20,60,20,20,20,20,32,20,20,40,60,20,2,1
100,100,20,80,20,20,20,20,60,20,20,24,20,40,60,40,1,0
100,100,60,60,60,60,100,60,80,100,80,60,40,40,80,60,4,1
60,60,100,100,100,100,100,100,100,100,100,80,80,80,100,40,5,1
20,20,80,40,100,100,80,100,100,100,100,80,80,80,100,80,4,1
100,20,60,20,20,20,20,20,20,20,40,20,20,20,28,20,1,0
80,100,60,80,80,20,20,60,60,60,40,80,20,20,80,60,1,1
100,100,100,60,100,100,100,80,80,100,100,80,100,80,100,100,5,1
60,28,20,20,36,20,20,20,20,20,24,20,20,20,20,20,1,0
100,60,40,60,60,40,40,60,20,40,60,60,40,20,80,20,2,1
100,100,80,40,80,100,40,80,40,40,60,40,40,20,80,20,2,1
100,88,64,60,80,100,40,40,60,60,80,100,80,40,80,40,4,0
40,40,20,20,20,20,20,20,20,20,20,28,20,20,60,20,1,0
100,100,100,100,80,80,80,80,80,80,80,100,60,80,100,80,4,1
100,100,20,20,20,20,20,40,40,20,32,60,20,20,80,40,2,1
80,80,76,100,88,100,80,100,80,100,100,80,80,80,100,60,4,1
60,100,40,80,80,80,60,40,40,60,80,60,40,20,60,60,4,1
100,100,40,40,80,100,20,80,60,80,100,60,80,80,100,80,5,1
20,40,40,20,40,40,40,40,20,20,20,20,40,20,60,40,1,0
20,20,20,20,20,20,20,20,20,20,24,40,20,20,20,40,1,0
100,100,20,40,52,20,20,20,20,20,40,32,20,40,100,40,2,0
100,100,80,60,100,100,100,80,80,100,100,80,80,80,80,80,5,1
20,60,20,100,20,20,20,40,20,20,20,20,20,20,40,20,1,1
100,100,100,40,100,100,40,20,100,100,100,100,80,80,100,80,5,1
100,96,80,80,80,100,80,60,60,80,100,80,60,52,80,60,4,1
100,100,60,60,80,60,60,60,60,60,64,60,60,60,60,60,3,1
60,80,20,20,40,20,20,20,40,20,40,40,60,40,40,40,2,0
100,100,80,80,60,60,80,20,60,60,60,80,40,60,40,40,3,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1
80,40,80,80,60,60,80,60,100,100,60,60,100,100,100,100,4,1
80,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,1,0
80,100,100,100,100,100,80,80,100,100,100,80,80,80,80,80,5,1
60,92,40,80,60,60,40,60,80,60,60,20,40,20,80,40,3,1
100,100,60,100,100,100,100,100,100,80,100,60,60,80,100,80,5,1
60,20,20,20,100,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,68,80,76,80,60,40,68,68,80,64,60,60,80,60,3.2,1
80,100,100,100,80,80,80,60,80,100,80,60,60,60,100,40,4,1
100,100,100,76,100,100,100,100,88,96,100,80,80,80,100,100,5,1
40,56,20,20,20,20,20,20,20,20,20,40,20,20,60,20,1,0
100,100,80,80,100,100,60,100,100,100,80,60,80,60,80,80,4,1
60,60,20,40,40,20,20,20,20,40,20,20,24,20,40,40,1,0
100,100,80,40,100,100,80,40,60,100,80,60,60,80,80,60,4,1
100,100,40,100,100,80,80,80,80,100,100,80,100,100,100,100,5,1
100,100,100,100,100,100,100,100,80,100,100,80,80,100,80,80,5,1
100,100,80,80,100,100,100,100,80,100,100,80,60,60,80,60,4,1
68,60,64,64,100,60,100,60,60,100,100,60,60,60,60,60,3,1
100,100,80,100,100,100,80,100,100,100,100,80,100,60,80,100,4,1
60,60,20,20,40,40,20,20,20,20,40,20,40,20,40,20,1,0
60,100,40,40,40,40,20,40,40,20,40,40,20,40,40,20,1,0
100,100,20,20,20,20,20,20,20,20,20,20,20,20,60,20,1,0
92,100,76,68,80,80,100,80,60,100,92,76,80,80,80,80,4.2,1
100,100,80,20,100,100,40,60,80,60,80,60,40,40,80,40,1,1
100,100,40,40,40,40,40,20,20,60,60,36,40,20,60,60,1,1
100,100,20,20,40,20,40,20,40,40,40,20,40,40,40,20,2,0
100,100,80,80,100,100,100,100,100,100,100,80,100,100,100,80,5,1
100,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,92,100,100,100,100,80,40,100,100,100,80,100,80,80,80,5,1
40,40,20,20,20,20,20,20,40,20,32,40,40,40,60,40,1,0
80,60,36,48,60,60,36,20,40,32,40,48,36,20,56,40,2,0
100,80,60,60,100,100,80,60,80,80,100,100,80,80,80,60,4,1
60,100,100,100,100,100,40,80,60,60,80,60,60,60,100,60,4,1
60,20,20,20,40,20,20,40,20,20,40,20,40,20,60,40,1,0
40,80,40,40,60,20,20,20,60,20,40,40,20,20,80,20,1,0
100,100,80,80,100,100,100,100,100,100,100,100,100,100,100,80,5,1
80,20,24,40,20,20,20,20,20,20,40,24,20,20,24,20,1,1
60,40,40,20,40,20,20,40,40,20,40,60,40,20,40,40,2,0
100,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1.2,0
100,100,100,100,100,100,100,100,60,100,100,80,80,60,60,60,1,1
40,60,80,20,40,40,20,40,20,20,40,20,40,20,60,20,1,1
80,100,20,20,20,20,100,20,20,20,20,40,20,20,20,20,1,0
100,100,60,60,20,100,20,20,20,20,100,20,40,40,80,20,4,1
40,36,20,20,32,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,40,40,80,80,100,80,100,80,88,72,68,72,88,80,4,1
100,100,100,80,100,100,100,80,60,100,100,80,80,80,100,80,4,1
20,100,60,60,100,80,80,80,60,80,80,72,60,60,100,80,4,1
100,64,20,20,60,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,20,20,20,20,20,20,40,20,20,20,20,20,60,20,1,0
80,80,20,40,40,20,20,20,40,20,20,60,20,20,60,40,1,0
80,60,40,40,20,40,40,20,40,20,40,40,40,40,40,40,1,0
100,100,100,80,100,100,100,100,96,100,100,100,100,100,100,40,5,1
20,80,20,40,20,20,20,20,20,20,20,20,20,20,20,20,1,0
20,52,24,20,20,20,20,20,20,20,20,20,20,20,40,20,1,NA
60,100,100,80,100,100,80,100,100,100,60,60,40,60,60,60,5,1
80,100,80,80,100,100,100,100,100,100,100,60,80,60,100,60,4,1
80,100,80,100,96,100,100,100,80,88,92,60,64,60,80,80,4,1
100,100,100,100,100,100,80,100,80,100,84,60,60,60,80,60,5,1
40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,100,60,60,20,20,80,80,68,60,40,40,80,40,1,1
80,100,52,84,80,40,40,40,100,68,40,52,100,80,80,40,4,1
60,96,60,80,60,60,80,68,100,80,60,60,40,60,60,60,5,1
60,60,20,40,40,20,20,20,20,40,40,24,20,20,40,20,2,0
100,100,20,40,20,20,20,20,24,20,20,20,20,20,40,20,1,0
100,100,60,60,80,80,60,100,60,80,100,60,60,60,80,80,3,1
100,100,80,100,100,100,100,100,100,100,100,80,100,80,100,80,5,1
100,100,60,100,60,60,80,60,80,80,60,60,20,40,80,40,4,1
100,92,44,64,60,40,56,100,80,60,68,52,44,52,44,40,3,0
20,40,20,24,36,28,36,20,20,20,20,40,20,40,40,20,1,0
56,40,28,32,56,32,32,52,60,28,32,32,40,40,56,20,1.6,1
100,100,60,60,60,80,60,60,60,80,80,60,60,60,60,60,4,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5,1
100,100,100,80,100,80,100,100,80,100,80,100,60,60,60,60,5,1
80,72,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
40,20,80,40,20,20,20,20,20,20,20,20,20,20,20,20,1,0
92,92,20,24,84,80,64,76,100,76,96,100,76,100,80,80,4,1
100,100,64,84,100,100,100,100,80,96,100,60,60,60,60,60,5,NA
100,60,20,20,24,20,20,20,40,20,44,20,20,20,20,20,1,0
100,100,60,60,100,100,100,60,80,100,100,80,80,80,80,80,5,1
80,60,40,80,80,80,80,80,60,80,80,60,40,60,80,80,4,1
60,100,96,84,100,96,100,92,100,100,100,96,100,60,100,100,4.6,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,100,100,100,84,100,100,80,84,92,84,96,80,92,100,4,1
80,84,20,100,80,60,80,40,100,60,60,20,20,20,80,40,1,1
40,100,20,20,20,20,20,20,20,20,20,24,20,20,20,20,1,0
100,100,76,80,100,80,100,40,100,80,80,60,60,80,80,60,3,1
100,100,100,40,100,100,60,80,60,100,80,60,80,60,100,60,5,1
60,80,60,52,80,60,60,60,56,60,68,60,48,56,60,60,3,1
100,100,100,100,96,80,20,100,100,100,100,100,100,100,100,100,4.6,0
100,100,44,20,20,20,20,20,40,40,40,40,40,40,40,60,2,0
100,100,20,80,48,20,20,20,40,40,40,28,20,20,40,20,1,0
40,100,80,84,100,80,60,80,100,60,100,60,80,60,84,100,4,1
100,100,80,80,100,100,100,80,100,80,100,80,80,80,80,40,4,1
100,100,96,96,100,100,20,100,100,100,100,80,80,80,100,100,5,1
60,100,72,72,88,92,80,84,100,100,96,72,72,84,96,100,4.6,1
20,80,20,20,60,20,20,20,60,20,24,60,20,20,20,20,1,1
100,100,60,60,80,100,40,80,80,100,80,80,80,80,100,80,5,1
80,100,80,80,100,80,60,100,92,100,100,88,80,80,100,100,5,1
100,100,60,100,80,80,80,80,100,100,100,60,80,60,80,80,3.8,1
60,72,40,40,60,20,40,60,60,40,60,40,40,40,60,36,2,1
80,92,100,60,80,100,100,60,100,100,100,80,60,80,80,60,3,1
100,100,60,60,100,100,100,60,100,100,100,60,60,80,80,80,5,1
60,80,24,32,56,28,40,60,40,36,48,40,20,40,60,20,1.4,0
100,20,80,60,60,60,60,60,40,80,60,40,60,40,60,40,4,1
60,80,20,20,20,60,20,20,20,20,20,20,20,20,20,20,1,1
80,100,20,20,20,20,20,20,20,20,40,40,20,20,20,20,1,0
60,60,60,76,80,80,60,100,80,60,80,40,80,60,60,60,3,1
100,100,64,56,64,60,52,48,60,20,80,52,60,52,68,60,3,1
100,100,20,100,100,100,100,80,100,100,100,100,80,80,80,100,5,1
60,96,100,92,100,100,96,100,96,100,100,92,100,88,100,100,4,1
100,60,20,40,20,20,20,20,20,20,20,28,20,20,60,40,1,1
60,100,60,80,100,100,40,40,80,80,100,60,60,60,80,80,3,1
100,100,40,40,80,60,40,60,80,60,80,60,60,60,100,60,3,0
20,60,80,60,60,80,60,80,40,60,60,60,20,40,20,20,1,0
80,100,60,80,80,80,40,100,76,76,76,80,80,60,80,60,4,1
100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,80,5,1
100,60,20,20,20,20,20,20,20,20,20,40,20,20,80,20,1,0
100,100,100,60,100,100,100,40,60,100,100,60,40,60,60,20,5,1
100,100,100,100,100,100,100,80,60,100,100,80,80,100,80,100,5,1
100,100,60,68,80,60,40,20,80,60,60,40,40,40,60,60,1,1
60,40,24,32,20,20,20,20,20,20,20,20,20,20,20,20,1,0
100,100,68,84,100,84,84,72,84,100,100,76,88,72,80,100,3.4,1
80,100,60,80,80,60,40,60,80,60,60,60,40,60,60,40,3,1
100,60,20,20,20,20,20,20,20,20,40,20,20,20,20,40,1,1
100,100,60,40,100,60,80,20,80,80,80,60,60,60,60,60,5,1
80,100,80,80,80,80,60,80,100,80,100,80,80,80,80,100,4,1
20,100,72,64,60,60,60,80,60,40,60,60,20,20,60,60,3,1
80,92,100,100,92,100,100,92,96,100,92,84,84,92,88,100,4.6,1
60,100,60,40,20,20,20,60,20,20,60,60,40,40,40,20,1,0
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5,1
80,80,100,100,100,100,100,100,100,100,100,80,100,60,60,100,5,1
100,100,60,80,40,100,80,40,40,60,80,80,60,60,60,80,3,1
100,100,100,60,80,80,80,80,100,100,68,80,60,60,60,60,4,1
100,100,80,96,100,100,100,100,80,80,100,80,80,80,100,60,5,1
100,100,20,20,20,20,40,20,28,20,20,20,20,20,20,20,1,0
100,100,64,80,100,100,80,80,84,80,80,80,52,60,76,60,4,1
60,100,80,88,80,80,80,20,64,84,84,80,80,72,76,64,4,NA
100,100,60,60,60,56,52,52,40,60,60,40,20,20,60,40,2.8,1
100,92,100,60,100,100,60,20,80,100,100,60,60,60,60,20,3,1
100,100,100,100,100,100,100,100,100,100,100,80,60,80,100,40,5,1
20,20,20,20,40,20,20,20,20,20,20,60,20,20,60,20,1,1
100,100,60,60,100,100,100,100,88,80,80,80,64,60,84,60,5,1
100,100,20,100,100,100,40,100,100,100,100,84,100,80,100,60,3,1
100,100,56,100,60,40,40,20,60,60,44,36,40,20,60,20,2,1
100,100,100,100,100,100,100,80,80,100,100,80,80,80,100,80,5,1
100,100,80,80,80,100,60,80,80,80,80,72,60,80,80,60,5,1
60,100,100,60,60,100,80,60,80,100,80,60,60,60,80,80,3.8,1
100,100,100,80,100,100,80,80,80,100,80,80,80,80,80,80,5,1
100,100,80,80,100,100,40,40,80,100,80,60,60,60,80,40,3,1
60,100,20,20,100,60,20,20,20,60,40,20,40,40,80,40,3,1
100,40,20,20,100,20,20,20,20,20,20,20,20,20,20,20,1,0
20,52,20,20,20,20,20,20,20,20,20,40,20,20,40,20,1,0
40,20,20,100,80,20,20,20,36,20,40,40,20,20,80,40,1,0
60,100,60,100,80,80,20,20,80,80,100,60,80,40,80,60,2,1
100,100,100,40,100,100,100,40,80,100,100,60,60,80,80,40,5,1
80,100,20,60,100,80,20,60,60,80,100,100,60,40,100,20,3,1
100,80,40,40,80,80,40,20,80,80,80,60,60,60,80,40,4,1
80,60,100,80,80,100,100,80,100,100,100,100,100,100,100,100,4,1
100,100,100,100,60,40,60,20,100,100,60,20,40,20,100,40,5,0
80,72,20,20,20,20,20,20,20,20,20,24,20,20,20,20,1,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,0
